,entity_lang,entity_txt,entity_ids,sitelinks
47,zh,1968 格勒諾布爾,['Q9642'],[69]
48,zh,1968年冬季奥林匹克运动会,['Q9642'],[69]
49,zh,1968年冬季奧運會,['Q9642'],[69]
50,zh,1968年奧運會,['Q9642'],[69]
51,zh,1971年奥地利大奖赛,['Q15503'],[20]
52,zh,1971年奧地利大獎賽,['Q15503'],[20]
53,zh,1971年澳大利亚大奖赛,['Q15503'],[20]
54,zh,1974年巴西大奖赛,['Q54396'],[19]
55,zh,1974年巴西大獎賽,['Q54396'],[19]
56,zh,1991年海湾战争,['Q37643'],[109]
57,zh,1992年夏季奥林匹克运动会,['Q8488'],[87]
58,zh,1992年夏季奧運會,['Q8488'],[87]
59,zh,1992年奧運會,['Q8488'],[87]
60,zh,1992年巴西大奖赛,['Q54414'],[20]
61,zh,1992年巴西大獎賽,['Q54414'],[20]
62,zh,1992年比利时大奖赛,['Q20936'],[23]
63,zh,1992年比利時大獎賽,['Q20936'],[23]
64,zh,1997年奥地利大奖赛,['Q15588'],[19]
65,zh,1997年奧地利大獎賽,['Q15588'],[19]
66,zh,1997年澳大利亚大奖赛,"['Q15055', 'Q15588']","[24, 19]"
67,zh,1997年澳大利亞大獎賽,['Q15055'],[24]
68,zh,1997年澳洲大獎賽,['Q15055'],[24]
69,zh,1号公路,['Q8477'],[8]
70,zh,1月10日,['Q2243'],[221]
71,zh,1月13日,['Q2255'],[224]
72,zh,1月17日,['Q2264'],[220]
73,zh,1月23日,['Q2276'],[221]
74,zh,1月2日,['Q2151'],[228]
75,zh,1月9日,['Q2238'],[222]
76,zh,2002年4月委内瑞拉政变,['Q8807'],[17]
77,zh,2002年委內瑞拉政變,['Q8807'],[17]
78,zh,2002年委内瑞拉政变企图,['Q8807'],[17]
79,zh,2002年委内瑞拉政变计划,['Q8807'],[17]
80,zh,2002年委内瑞拉未遂政变,['Q8807'],[17]
81,zh,2004年夏季奥林匹克运动会,['Q8558'],[92]
82,zh,2004年夏季奧運會,['Q8558'],[92]
83,zh,2004年奧運會,['Q8558'],[92]
84,zh,2006 都靈,['Q9672'],[90]
85,zh,2006年冬季奥林匹克运动会,['Q9672'],[90]
86,zh,2006年冬季奧運會,['Q9672'],[90]
87,zh,2006年奧運會,['Q9672'],[90]
88,zh,2008年美国大选,['Q45578'],[77]
89,zh,2008年美国总统选举,['Q45578'],[77]
90,zh,2008年美國總統大選,['Q45578'],[77]
91,zh,2008年美國總統競選,['Q45578'],[77]
92,zh,2008美国总统大选,['Q45578'],[77]
93,zh,2008美國總統選舉,['Q45578'],[77]
94,zh,2011年10月,['Q46075'],[59]
95,zh,2012年伦敦奥运会,['Q8577'],[128]
96,zh,2012年夏季奥林匹克运动会,['Q8577'],[128]
97,zh,2012年夏季奧運會,['Q8577'],[128]
98,zh,2012年奧運會,['Q8577'],[128]
99,zh,2千紀,['Q25860'],[91]
100,zh,2月12日,['Q2336'],[223]
101,zh,2月28日,['Q2362'],[219]
102,zh,2月5日,['Q2319'],[220]
103,zh,3200 phaethon,['Q18944'],[44]
104,zh,3月10日,['Q2397'],[214]
105,zh,3月19日,['Q2424'],[215]
106,zh,3月22日,['Q2435'],[213]
107,zh,3月4日,['Q2396'],[221]
108,zh,4月13日,['Q2498'],[211]
109,zh,54th academy awards,['Q28969'],[30]
110,zh,5月15日,['Q2562'],[209]
111,zh,5月16日,['Q2574'],[206]
112,zh,6月23日,['Q2668'],[207]
113,zh,6月25日,['Q2662'],[208]
114,zh,6月5日,['Q2622'],[206]
115,zh,7月1日,['Q2700'],[212]
116,zh,7月31日,['Q2715'],[208]
117,zh,8½,['Q12018'],[56]
118,zh,8月15日,['Q2774'],[207]
119,zh,8月23日,['Q2821'],[203]
120,zh,8月8日,['Q2780'],[205]
121,zh,911阴谋论,['Q22763'],[38]
122,zh,9月10日,['Q2853'],[206]
123,zh,9月1日,['Q2859'],[212]
124,zh,9月22日,['Q2889'],[207]
125,zh,9月27日,['Q2884'],[205]
126,zh,9月28日,['Q2883'],[207]
127,zh,9月2日,['Q2857'],[210]
128,zh,9月3日,['Q2860'],[208]
129,zh,a.o. 史考特,['Q38351'],[21]
130,zh,a.o.斯科特,['Q38351'],[21]
131,zh,adobe,['Q11463'],[82]
132,zh,akiho yoshizawa,['Q35429'],[20]
133,zh,"alice, north dakota",['Q28121'],[27]
134,zh,alvin e.ross,['Q28542'],[48]
135,zh,amnh 5214,['Q40621'],[62]
136,zh,amnh 5866,['Q40621'],[62]
137,zh,amnh 5895,['Q40621'],[62]
138,zh,antorf,['Q12892'],[148]
139,zh,antwerpen,['Q12892'],[148]
140,zh,anvers,['Q12892'],[148]
141,zh,at&t,['Q35476'],[69]
142,zh,at&t公司,['Q35476'],[69]
143,zh,at-4,['Q29105'],[28]
144,zh,at4,['Q29105'],[28]
145,zh,at4反坦克火箭筒,['Q29105'],[28]
146,zh,atlanta,['Q23556'],[185]
147,zh,autobahn 6,['Q9016'],[24]
148,zh,avast antivirus,['Q1574'],[48]
149,zh,avast!,['Q1574'],[48]
150,zh,a·o·史考特,['Q38351'],[21]
151,zh,a·o·史葛,['Q38351'],[21]
152,zh,a·o·斯科特,['Q38351'],[21]
153,zh,a小调钢琴协奏曲,['Q44261'],[21]
154,zh,b31联邦公路,['Q34520'],[11]
155,zh,b748,['Q8791'],[39]
156,zh,bab 6,['Q9016'],[24]
157,zh,bangoka國際機場,['Q27596'],[20]
158,zh,basic,['Q42979'],[89]
159,zh,basic程序设计语言,['Q42979'],[89]
160,zh,basic程式語言,['Q42979'],[89]
161,zh,basic编程语言,['Q42979'],[89]
162,zh,basic语言,['Q42979'],[89]
163,zh,benetice,['Q25232'],[99]
164,zh,benjamin harrison,['Q35678'],[129]
165,zh,biên hòa,['Q19316'],[79]
166,zh,black tie,['Q44928'],[5]
167,zh,bundesautobahn 6,['Q9016'],[24]
168,zh,c/2006 p1,['Q4705'],[34]
169,zh,canton,['Q16572'],[155]
170,zh,capcom,"['Q14428', 'Q14428']","[50, 50]"
171,zh,category:程序设计语言,['Q34059'],[148]
172,zh,cgs制,['Q26240'],[54]
173,zh,cgs單位,['Q26240'],[54]
174,zh,cgs單位制,['Q26240'],[54]
175,zh,cherrytree唱片,['Q21091'],[17]
176,zh,chicago tribune,['Q47596'],[51]
177,zh,city of manchester stadium,['Q48159'],[62]
178,zh,cl,['Q688'],[165]
179,zh,comic gum,['Q44427'],[6]
180,zh,copley medal,['Q28003'],[53]
181,zh,crystal,['Q43010'],[91]
182,zh,cska莫斯科,['Q32140'],[25]
183,zh,css語法,['Q46441'],[122]
184,zh,daniel defoe,['Q40946'],[135]
185,zh,db,['Q1232'],[130]
186,zh,dhcp,['Q11166'],[57]
187,zh,dominion of newfoundland,['Q38610'],[32]
188,zh,dubrovka,['Q29727'],[24]
189,zh,dubrowka,['Q29727'],[24]
190,zh,dustin hoffman,['Q42930'],[104]
191,zh,dvi-铟,['Q1301'],[124]
192,zh,"earth, wind & fire",['Q28974'],[42]
193,zh,eka-铊,['Q1301'],[124]
194,zh,emily dickinson,['Q4441'],[134]
195,zh,emmy rossum,['Q35912'],[92]
196,zh,en,"['Q1860', 'Q1860']","[369, 369]"
197,zh,f,"['Q9765', 'Q9765']","[142, 142]"
198,zh,f-14,['Q34945'],[59]
199,zh,f-14戰鬥機,['Q34945'],[59]
200,zh,f-14雄貓,['Q34945'],[59]
201,zh,f-14雄貓式戰鬥機,['Q34945'],[59]
202,zh,f-15,['Q29251'],[65]
203,zh,f-15c,['Q29251'],[65]
204,zh,f-15型战斗机,['Q29251'],[65]
205,zh,f-15战斗机,['Q29251'],[65]
206,zh,f-15鷲式戰鬥機,['Q29251'],[65]
207,zh,f-15鷹式,['Q29251'],[65]
208,zh,f-15鷹式戰鬥機,['Q29251'],[65]
209,zh,f14,['Q34945'],[59]
210,zh,f15,['Q29251'],[65]
211,zh,f15战斗机,['Q29251'],[65]
212,zh,falkenberg,['Q54766'],[47]
213,zh,fast inverse square root,['Q32980'],[11]
214,zh,fork,['Q14675'],[20]
215,zh,fork系统调用,['Q14675'],[20]
216,zh,fotopoulos,['Q28657'],[3]
217,zh,francisco hernández de córdoba,['Q28990'],[17]
218,zh,gay夫,['Q2192'],[67]
219,zh,gd,['Q1832'],[130]
220,zh,gdp,['Q12638'],[152]
221,zh,gnome,['Q44316'],[78]
222,zh,gnu網絡對像模型環境,['Q44316'],[78]
223,zh,gnu网络对象模型环境,['Q44316'],[78]
224,zh,google,['Q9366'],[115]
225,zh,google搜尋,['Q9366'],[115]
226,zh,google搜索,['Q9366'],[115]
227,zh,gpcr,['Q38173'],[41]
228,zh,gwyneth paltrow,['Q34460'],[122]
229,zh,g图,['Q2192'],[67]
230,zh,g蛋白偶联受体,['Q38173'],[41]
231,zh,g蛋白耦合受体,['Q38173'],[41]
232,zh,g蛋白耦聯受體,['Q38173'],[41]
233,zh,h,['Q556'],[222]
234,zh,half-life 2: episode one,['Q18951'],[33]
235,zh,hertz,['Q39369'],[95]
236,zh,"hettinger, north dakota",['Q28444'],[38]
237,zh,html,['Q8811'],[172]
238,zh,hybrid,['Q42621'],[66]
239,zh,hypertext markup language,['Q8811'],[172]
240,zh,hz,['Q39369'],[95]
241,zh,i,"['Q27273', 'Q27273']","[34, 34]"
242,zh,ibm pc xt,['Q34349'],[21]
243,zh,ibm x系列伺服器,['Q34349'],[21]
244,zh,ignacy ewaryst daszyński,['Q14430'],[27]
245,zh,indira priyadarshini gandhi,['Q1149'],[155]
246,zh,isan語,['Q33417'],[23]
247,zh,iurie,['Q24223'],[3]
248,zh,j,"['Q9773', 'Q9773', 'Q25269']","[139, 139, 107]"
249,zh,jh-7,['Q32020'],[23]
250,zh,johannesburg,['Q34647'],[169]
251,zh,kalabari語,['Q35697'],[10]
252,zh,klaas-jan huntelaar,['Q26069'],[68]
253,zh,landscape architecture,['Q47844'],[58]
254,zh,"leal, north dakota",['Q28442'],[26]
255,zh,lgbt社区,['Q51393'],[32]
256,zh,lgbt社群,['Q51393'],[32]
257,zh,lincoln,['Q28260'],[119]
258,zh,lostprophets,['Q18852'],[37]
259,zh,m136 at4,['Q29105'],[28]
260,zh,m87星系,['Q14041'],[63]
261,zh,mac os,['Q43627'],[66]
262,zh,maurice gourdault-montagne,['Q16001'],[7]
263,zh,mehri语,['Q13361'],[29]
264,zh,microsoft excel,['Q11272'],[88]
265,zh,mouv,['Q19910'],[6]
266,zh,mp3,['Q42591'],[76]
267,zh,mt,['Q1258'],[129]
268,zh,nadp,['Q28747'],[40]
269,zh,nadp+,['Q28747'],[40]
270,zh,nadph,['Q28747'],[40]
271,zh,national chiao tung university,['Q43401'],[17]
272,zh,nba live,['Q48854'],[19]
273,zh,nba live系列,['Q48854'],[19]
274,zh,nctu,['Q43401'],[17]
275,zh,nevėžis kėdainiai,['Q47096'],[15]
276,zh,nh,['Q1301'],[124]
277,zh,nitra,['Q26397'],[79]
278,zh,nmc 8880,['Q40621'],[62]
279,zh,oscar,['Q19497'],[61]
280,zh,otfried preußler,['Q44647'],[40]
281,zh,park变换,['Q30634'],[8]
282,zh,pearl语言,['Q42478'],[99]
283,zh,perl编程语言,['Q42478'],[99]
284,zh,perl语言,['Q42478'],[99]
285,zh,perl駱駝,['Q42478'],[99]
286,zh,per语言,['Q42478'],[99]
287,zh,psv埃因霍温,['Q11938'],[79]
288,zh,psv埃因霍温足球俱乐部,['Q11938'],[79]
289,zh,psv恩荷芬,['Q11938'],[79]
290,zh,psv燕豪芬,['Q11938'],[79]
291,zh,pt,['Q880'],[151]
292,zh,public domain,['Q19652'],[102]
293,zh,pylons,['Q56150'],[12]
294,zh,pylons project,['Q56150'],[12]
295,zh,q,['Q27788'],[34]
296,zh,rainbow乐队,['Q16005'],[46]
297,zh,rainbow樂團,['Q16005'],[46]
298,zh,roadrunner唱片,['Q18628'],[30]
299,zh,s,"['Q9956', 'Q9956']","[137, 137]"
300,zh,sakharov prize,['Q48786'],[72]
301,zh,sb,['Q1099'],[145]
302,zh,shw,['Q15168'],[12]
303,zh,sophus lie,['Q30769'],[50]
304,zh,soqotri语,['Q13283'],[29]
305,zh,sparql,['Q54871'],[31]
306,zh,sparql协议和rdf查询语言,['Q54871'],[31]
307,zh,sparql協定與rdf查詢語言,['Q54871'],[31]
308,zh,sparql協定與資源描述框架查詢語言,['Q54871'],[31]
309,zh,steve jobs,['Q19837'],[211]
310,zh,svastika,['Q45513'],[97]
311,zh,svástika,['Q45513'],[97]
312,zh,swastika,['Q45513'],[97]
313,zh,s＃arp,['Q9956'],[137]
314,zh,taw,['Q15244'],[11]
315,zh,tejo,['Q33489'],[27]
316,zh,template:soccer-stub,['Q5156'],[39]
317,zh,template:足球小作品,['Q5156'],[39]
318,zh,the sarah jane adventures,['Q32816'],[27]
319,zh,theodore roosevelt,['Q33866'],[178]
320,zh,thunder bay,['Q34116'],[60]
321,zh,ti,['Q716'],[157]
322,zh,"tower city, north dakota",['Q48791'],[28]
323,zh,tunggul wulung機場,['Q56216'],[10]
324,zh,u,"['Q9747', 'Q9747']","[135, 135]"
325,zh,ui,['Q47146'],[68]
326,zh,umbrella,['Q41607'],[118]
327,zh,utc+06:00,['Q6906'],[74]
328,zh,utc+06:30,['Q6923'],[66]
329,zh,utc+07:30,['Q6971'],[45]
330,zh,utc+09:30,['Q7048'],[63]
331,zh,utc+14,['Q7130'],[61]
332,zh,utc+14:00,['Q7130'],[61]
333,zh,utc+6,['Q6906'],[74]
334,zh,utc+6:30,['Q6923'],[66]
335,zh,utc+7:30,['Q6971'],[45]
336,zh,utc+9:30,['Q7048'],[63]
337,zh,utc6:30,['Q6923'],[66]
338,zh,uut,['Q1301'],[124]
339,zh,v,['Q722'],[149]
340,zh,valentine's day,['Q37587'],[140]
341,zh,vegf,['Q29725'],[23]
342,zh,w,"['Q9964', 'Q9964']","[133, 133]"
343,zh,walldorf,['Q22872'],[46]
344,zh,wikidata,['Q2013'],[125]
345,zh,wikinews:2011年/10月,['Q46075'],[59]
346,zh,wikinews:删除请求,['Q22897'],[235]
347,zh,wikipedia:互助客栈,['Q16503'],[638]
348,zh,wikipedia:頁面存廢討論,['Q22897'],[235]
349,zh,wikipedia:页面存废讨论,['Q22897'],[235]
350,zh,wikivoyage:刪除表決,['Q22897'],[235]
351,zh,wn:dr,['Q22897'],[235]
352,zh,wp:afd,['Q22897'],[235]
353,zh,wp:cfd,['Q22897'],[235]
354,zh,wp:mfd,['Q22897'],[235]
355,zh,wp:pagedel,['Q22897'],[235]
356,zh,wp:pfd,['Q22897'],[235]
357,zh,wp:rfd,['Q22897'],[235]
358,zh,wp:tfd,['Q22897'],[235]
359,zh,wp:ufd,['Q22897'],[235]
360,zh,wp:vfd,['Q22897'],[235]
361,zh,wwe monday night raw,['Q18754'],[42]
362,zh,wwe raw,['Q18754'],[42]
363,zh,władysław iv waza,['Q54054'],[52]
364,zh,xsd,['Q16342'],[28]
365,zh,xy理論,['Q27360'],[27]
366,zh,x和y理論,['Q27360'],[27]
367,zh,x理论,['Q27360'],[27]
368,zh,x理论和y理论,['Q27360'],[27]
369,zh,yg娛樂,['Q50595'],[44]
370,zh,ystad,['Q28287'],[58]
371,zh,y理论,['Q27360'],[27]
372,zh,°c,['Q25267'],[105]
373,zh,šempeter pri gorici,['Q15853'],[23]
374,zh,železniki,['Q15932'],[30]
375,zh,άλφα,['Q9887'],[100]
376,zh,α,['Q9887'],[100]
377,zh,β ari,['Q13215'],[29]
378,zh,ольга,['Q20187'],[3]
379,zh,…,['Q32518'],[69]
380,zh,……,['Q32518'],[69]
381,zh,℃,['Q25267'],[105]
382,zh,。。。,['Q32518'],[69]
383,zh,《百科全书》,['Q447'],[65]
384,zh,うさぎ座,['Q9394'],[130]
385,zh,一九一零年代,['Q36585'],[109]
386,zh,一九五六年,['Q5221'],[205]
387,zh,一九零零年代,['Q36574'],[102]
388,zh,一山东区,['Q50434'],[9]
389,zh,一山東區,['Q50434'],[9]
390,zh,一月九日,['Q2238'],[222]
391,zh,一月二十三日,['Q2276'],[221]
392,zh,一月二日,['Q2151'],[228]
393,zh,一月十七日,['Q2264'],[220]
394,zh,一月十三日,['Q2255'],[224]
395,zh,一月十日,['Q2243'],[221]
396,zh,一葉,['Q46259'],[20]
397,zh,丁加蘭市,['Q53087'],[22]
398,zh,丁阿蘭,['Q53087'],[22]
399,zh,七月一日,['Q2700'],[212]
400,zh,七月三十一日,['Q2715'],[208]
401,zh,七面鳥,['Q43794'],[116]
402,zh,七面鳥科,['Q43794'],[116]
403,zh,万字,['Q45513'],[97]
404,zh,万字符,['Q45513'],[97]
405,zh,万桃花,['Q30959'],[83]
406,zh,万那杜,['Q686'],[240]
407,zh,三十年宗教战争,['Q2487'],[129]
408,zh,三十年戰爭,['Q2487'],[129]
409,zh,三叶蔓茎,['Q29533'],[28]
410,zh,三叶蔓荆,"['Q29533', 'Q29533']","[28, 28]"
411,zh,三叶蔓荆子,['Q29533'],[28]
412,zh,三星,['Q20716'],[117]
413,zh,三星集团,['Q20716'],[117]
414,zh,三星集團,['Q20716'],[117]
415,zh,三月二十二日,['Q2435'],[213]
416,zh,三月十九日,['Q2424'],[215]
417,zh,三月十日,['Q2397'],[214]
418,zh,三月四日,['Q2396'],[221]
419,zh,三菱汽车,['Q36033'],[51]
420,zh,上下班,['Q48442'],[35]
421,zh,上下班尖峰時刻,['Q48442'],[35]
422,zh,上下班尖峰時間,['Q48442'],[35]
423,zh,上乌丁斯克,['Q6816'],[98]
424,zh,上乌金斯克,['Q6816'],[98]
425,zh,上環站,['Q15168'],[12]
426,zh,上白堊紀,['Q44626'],[95]
427,zh,下白垩纪,['Q44626'],[95]
428,zh,不可逆壓縮,['Q55564'],[31]
429,zh,不服從主義,['Q47217'],[70]
430,zh,不死鳥,['Q48444'],[82]
431,zh,与谢芭蕉,['Q5676'],[185]
432,zh,与那国方言,['Q34243'],[27]
433,zh,世宗,['Q37682'],[71]
434,zh,世宗大王,['Q37682'],[71]
435,zh,世根,['Q7394'],[17]
436,zh,世界人口,['Q11188'],[77]
437,zh,世界報,['Q12461'],[66]
438,zh,世界报,['Q12461'],[66]
439,zh,世界报 (法国),['Q12461'],[66]
440,zh,世界母語日,['Q42375'],[133]
441,zh,世界母语日,['Q42375'],[133]
442,zh,世界糖尿病日,['Q26466'],[47]
443,zh,丙酮,['Q49546'],[74]
444,zh,丛林猫,"['Q42623', 'Q42623']","[87, 87]"
445,zh,东中国海,['Q45341'],[101]
446,zh,东海,['Q45341'],[101]
447,zh,东爪哇省,['Q3586'],[87]
448,zh,东爪洼省,['Q3586'],[87]
449,zh,东罗马帝国,['Q12544'],[165]
450,zh,丝缨花目,"['Q21761', 'Q21761']","[35, 35]"
451,zh,两浙,['Q16967'],[116]
452,zh,中,['Q148'],[373]
453,zh,中东历史,['Q51615'],[39]
454,zh,中东史,['Q51615'],[39]
455,zh,中信实业银行,['Q38960'],[13]
456,zh,中信銀行,['Q38960'],[13]
457,zh,中信银行,['Q38960'],[13]
458,zh,中信银行股份有限公司,['Q38960'],[13]
459,zh,中华人民共和国,['Q148'],[373]
460,zh,中华帝国宦官,['Q28654'],[8]
461,zh,中古英文,['Q36395'],[64]
462,zh,中古英語,['Q36395'],[64]
463,zh,中古英语,['Q36395'],[64]
464,zh,中国,['Q148'],[373]
465,zh,中国人民建设银行,['Q26299'],[32]
466,zh,中国共产主义青年团中央机关旧址,['Q41695'],[2]
467,zh,中国冠毛犬,['Q37892'],[33]
468,zh,中国建设银行,['Q26299'],[32]
469,zh,中国建设银行股份有限公司,['Q26299'],[32]
470,zh,中国社会主义青年团中央机关旧址,['Q41695'],[2]
471,zh,中国－伊朗关系,['Q25095'],[9]
472,zh,中國,['Q148'],[373]
473,zh,中國冠毛犬,['Q37892'],[33]
474,zh,中國征伐,['Q44429'],[4]
475,zh,中國－波斯關係,['Q25095'],[9]
476,zh,中宗,['Q7392'],[21]
477,zh,中柱,['Q4817'],[85]
478,zh,中華人民共和國,['Q148'],[373]
479,zh,中華人民共和國與梵蒂岡關係,['Q25015'],[7]
480,zh,中華人民共和國－教廷關係,['Q25015'],[7]
481,zh,中華帝國宦官,['Q28654'],[8]
482,zh,中華民國-巴拉圭關係,['Q26999'],[8]
483,zh,中華民國總統府,['Q55601'],[13]
484,zh,中華民國－巴拉圭關係,['Q26999'],[8]
485,zh,串接樣式表,['Q46441'],[122]
486,zh,串樣式列表,['Q46441'],[122]
487,zh,临淮关,['Q44212'],[22]
488,zh,临濠,['Q44212'],[22]
489,zh,临终关怀,['Q29483'],[40]
490,zh,丹尼·古爾沙,['Q19041'],[49]
491,zh,丹尼·德维托,['Q26806'],[82]
492,zh,丹尼尔·加布里埃尔·华伦海特,['Q57073'],[76]
493,zh,丹尼尔·加百列·伦海特,['Q57073'],[76]
494,zh,丹尼尔·笛福,['Q40946'],[135]
495,zh,丹尼爾·狄福,['Q40946'],[135]
496,zh,丹尼爾·笛福,['Q40946'],[135]
497,zh,丹尼狄維托,['Q26806'],[82]
498,zh,丹拿平治,['Q27530'],[70]
499,zh,丹轆,['Q5285'],[36]
500,zh,丹迪丁蒙㹴,['Q38336'],[27]
501,zh,主权,['Q42008'],[106]
502,zh,主權,['Q42008'],[106]
503,zh,义源学,['Q35245'],[125]
504,zh,乌兰-乌德,['Q6816'],[98]
505,zh,乌塔兰契尔邦,['Q1499'],[124]
506,zh,乌塔拉坎德邦,['Q1499'],[124]
507,zh,乌拉圭军事独裁时期,['Q32162'],[10]
508,zh,乌萨马·本·拉丹,['Q1317'],[167]
509,zh,乌鲁鲁,['Q33910'],[86]
510,zh,乔布斯,['Q19837'],[211]
511,zh,乔治·w·布什,['Q207'],[269]
512,zh,乔治·华盛顿,['Q23'],[235]
513,zh,乔治·史蒂文斯,['Q51490'],[43]
514,zh,乔治·布什,"['Q207', 'Q43038']","[269, 94]"
515,zh,乔治·沃克·布什,['Q207'],[269]
516,zh,乔治布什,['Q43038'],[94]
517,zh,九一一事件陰謀論,['Q22763'],[38]
518,zh,九一一阴谋论,['Q22763'],[38]
519,zh,九一一陰謀論,['Q22763'],[38]
520,zh,九月一日,['Q2859'],[212]
521,zh,九月三日,['Q2860'],[208]
522,zh,九月二十七日,['Q2884'],[205]
523,zh,九月二十二日,['Q2889'],[207]
524,zh,九月二十八日,['Q2883'],[207]
525,zh,九月二日,['Q2857'],[210]
526,zh,九月十日,['Q2853'],[206]
527,zh,也孫鐵木兒,['Q8560'],[23]
528,zh,二战,['Q362'],[265]
529,zh,二戰,['Q362'],[265]
530,zh,二月二十八日,['Q2362'],[219]
531,zh,二月五日,['Q2319'],[220]
532,zh,二月十二日,['Q2336'],[223]
533,zh,二次世界大战,['Q362'],[265]
534,zh,二次世界大戰,['Q362'],[265]
535,zh,二次大战,['Q362'],[265]
536,zh,二次大戰,['Q362'],[265]
537,zh,二甲基甲酮,['Q49546'],[74]
538,zh,二甲基酮,['Q49546'],[74]
539,zh,二甲酮,['Q49546'],[74]
540,zh,二級產業,['Q55639'],[44]
541,zh,二軒茶屋站,['Q27288'],[5]
542,zh,二軒茶屋車站,['Q27288'],[5]
543,zh,二进制,['Q3913'],[97]
544,zh,二進制,['Q3913'],[97]
545,zh,于斯塔德,['Q28287'],[58]
546,zh,云藊豆,['Q42339'],[106]
547,zh,互助客栈,['Q16503'],[638]
548,zh,互联网,['Q75'],[273]
549,zh,互联网信息服务,['Q11341'],[38]
550,zh,互聯網,['Q75'],[273]
551,zh,互聯網信息服務,['Q11341'],[38]
552,zh,五月十五日,['Q2562'],[209]
553,zh,五月十六日,['Q2574'],[206]
554,zh,五桠果,['Q48334'],[33]
555,zh,五羊城,['Q16572'],[155]
556,zh,井裡汶摄政县,['Q10368'],[15]
557,zh,井里汶摄政县,['Q10368'],[15]
558,zh,亚伊·博尼,['Q29196'],[62]
559,zh,亚历山大·弗莱明,['Q37064'],[123]
560,zh,亚历山大·格拉汉姆·贝尔,['Q34286'],[145]
561,zh,亚历山大·格雷厄姆·贝尔,['Q34286'],[145]
562,zh,亚历山大·涅夫斯基大教堂,['Q43282'],[50]
563,zh,亚历山大·贝尔,['Q34286'],[145]
564,zh,亚特兰大,['Q23556'],[185]
565,zh,亚特兰大市,['Q23556'],[185]
566,zh,亚瑟王,['Q45792'],[96]
567,zh,亞伯托龍,['Q40751'],[47]
568,zh,亞伯達龍,['Q40751'],[47]
569,zh,亞城,['Q23556'],[185]
570,zh,亞歷克西·得克薩斯,['Q35977'],[47]
571,zh,亞歷克西·德克薩斯,['Q35977'],[47]
572,zh,亞歷克西得克薩斯,['Q35977'],[47]
573,zh,亞歷克西德克薩斯,['Q35977'],[47]
574,zh,亞爾,['Q48292'],[96]
575,zh,亞特蘭大,['Q23556'],[185]
576,zh,亞瑟王,['Q45792'],[96]
577,zh,亞當斯,['Q42'],[120]
578,zh,交大,['Q43401'],[17]
579,zh,交通大学,['Q43401'],[17]
580,zh,交通大學,['Q43401'],[17]
581,zh,交通环岛,['Q45926'],[31]
582,zh,亨利·柏格森,['Q42156'],[129]
583,zh,亨利·贝格松,['Q42156'],[129]
584,zh,亨特拉爾,['Q26069'],[68]
585,zh,亨特拿,['Q26069'],[68]
586,zh,京斯敦,['Q34692'],[144]
587,zh,京斯顿,['Q34692'],[144]
588,zh,京杭大運河,['Q31347'],[64]
589,zh,京杭运河,['Q31347'],[64]
590,zh,京杭運河,['Q31347'],[64]
